ZMID,DEH,ZMMC,DW,基价,RGF,CLF,JXF,QTF
1620,2-159,带形母线引下线安装 带形铝母线引下线安装 每相一片截面1000mm2以下,10m/单线,329.55,185.76,79.27,64.52,0
1621,2-160,带形母线引下线安装 带形铝母线引下线安装 每相一片截面1250mm2以下,10m/单线,347.13,198.29,80.6,68.24,0
1622,2-161,带形母线引下线安装 带形铝母线引下线安装 每相二片截面1000mm2以下,10m/单线,608.96,352.94,126.98,129.04,0
1623,2-162,带形母线引下线安装 带形铝母线引下线安装 每相二片截面1250mm2以下,10m/单线,684.91,406.08,142.4,136.43,0
1624,2-163,带形母线引下线安装 带形铝母线引下线安装 每相三片截面1000mm2以下,10m/单线,924.21,535.25,195.4,193.56,0
1625,2-164,带形母线引下线安装 带形铝母线引下线安装 每相三片截面1250mm2以下,10m/单线,956.82,554.69,197.46,204.67,0
1626,2-165,带形母线引下线安装 带形铝母线引下线安装 每相四片截面1000mm2以下,10m/单线,1219.7,719.28,242.34,258.08,0
1627,2-166,带形母线引下线安装 带形铝母线引下线安装 每相四片截面1250mm2以下,10m/单线,1276.88,759.02,245.01,272.85,0
1628,2-167,带形母线用伸缩节头及铜过渡板安装 带形铜母线用伸缩节头及铜过渡板安装 伸缩节头每相1片,个,62.97,34.13,27.08,1.76,0
1629,2-168,带形母线用伸缩节头及铜过渡板安装 带形铜母线用伸缩节头及铜过渡板安装 伸缩节头每相2片,个,72.78,41.04,29.43,2.31,0
1630,2-169,带形母线用伸缩节头及铜过渡板安装 带形铜母线用伸缩节头及铜过渡板安装 伸缩节头每相3片,个,84.59,47.95,33.72,2.92,0
1631,2-170,带形母线用伸缩节头及铜过渡板安装 带形铜母线用伸缩节头及铜过渡板安装 伸缩节头每相4片,个,99.2,56.16,40.12,2.92,0
1632,2-171,带形母线用伸缩节头及铜过渡板安装 带形铜母线用伸缩节头及铜过渡板安装 伸缩节头每相8片,个,167.27,88.56,74.09,4.62,0
1633,2-172,带形母线用伸缩节头及铜过渡板安装 带形铜母线用伸缩节头及铜过渡板安装 铜过渡板,块,61.5,33.26,25.32,2.92,0
1634,2-173,带形母线用伸缩节头及铜过渡板安装 带形铝母线伸缩节头安装 每相1片,个,45.9,27.22,16.92,1.76,0
1635,2-174,带形母线用伸缩节头及铜过渡板安装 带形铝母线伸缩节头安装 每相2片,个,52.89,32.83,17.75,2.31,0
1636,2-175,带形母线用伸缩节头及铜过渡板安装 带形铝母线伸缩节头安装 每相3片,个,60.08,38.45,18.71,2.92,0
1637,2-176,带形母线用伸缩节头及铜过渡板安装 带形铝母线伸缩节头安装 每相4片,个,72.61,44.93,24.76,2.92,0
1638,2-177,带形母线用伸缩节头及铜过渡板安装 带形铝母线伸缩节头安装 每相8片,个,125.04,70.85,48.42,5.77,0
1639,2-178,槽型母线安装 2(100×45×5),10m/单线,366.98,214.27,108.86,43.85,0
1640,2-179,槽型母线安装 2(150×65×7),10m/单线,418.88,253.15,116.96,48.77,0
1641,2-180,槽型母线安装 2(200×90×12),10m/单线,505.13,311.47,130.02,63.64,0
1642,2-181,槽型母线安装 2(250×115×12.5),10m/单线,600.66,389.23,140.7,70.73,0
1643,2-182,槽型母线与设备连接 与发电机、变压器连接 与发电机连接(6个头) 2(100×45×5),台,1389.18,661.82,706.12,21.24,0
1644,2-183,槽型母线与设备连接 与发电机、变压器连接 与发电机连接(6个头) 2(150×65×7),台,1618.68,875.66,715.51,27.51,0
1645,2-184,槽型母线与设备连接 与发电机、变压器连接 与发电机连接(6个头) 2(200×90×12),台,1865.08,1109.38,721.92,33.78,0
1646,2-185,槽型母线与设备连接 与发电机、变压器连接 与发电机连接(6个头) 2(250×115×12.5),台,1968.93,1188.0,740.87,40.06,0
1647,2-186,槽型母线与设备连接 与发电机、变压器连接 与变压器连接(3个头) 2(100×45×5),台,1074.87,526.18,535.94,12.75,0
1648,2-187,槽型母线与设备连接 与发电机、变压器连接 与变压器连接(3个头) 2(150×65×7),台,1259.74,700.7,540.72,18.32,0
1649,2-188,槽型母线与设备连接 与发电机、变压器连接 与变压器连接(3个头) 2(200×90×12),台,1542.53,973.3,545.93,23.3,0
1650,2-189,槽型母线与设备连接 与发电机、变压器连接 与变压器连接(3个头) 2(250×115×12.5),台,1637.19,1051.06,555.27,30.86,0
1651,2-190,槽型母线与设备连接 与断路器、隔离开关连接 与断路器连接(3个头) 2(100×45×5),组,1483.19,622.94,836.16,24.09,0
1652,2-191,槽型母线与设备连接 与断路器、隔离开关连接 与断路器连接(3个头) 2(150×65×7),组,1677.85,798.34,849.08,30.43,0
1653,2-192,槽型母线与设备连接 与断路器、隔离开关连接 与断路器连接(3个头) 2(200×90×12),组,1953.68,1051.06,865.98,36.64,0
1654,2-193,槽型母线与设备连接 与断路器、隔离开关连接 与断路器连接(3个头) 2(250×115×12.5),组,2069.86,1148.26,878.63,42.97,0
1655,2-194,槽型母线与设备连接 与断路器、隔离开关连接 与隔离开关连接(3个头) 2(100×45×5),组,1489.24,583.63,881.52,24.09,0
1656,2-195,槽型母线与设备连接 与断路器、隔离开关连接 与隔离开关连接(3个头) 2(150×65×7),组,1683.89,759.02,894.44,30.43,0
1657,2-196,槽型母线与设备连接 与断路器、隔离开关连接 与隔离开关连接(3个头) 2(200×90×12),组,1960.59,1012.61,911.34,36.64,0
1658,2-197,槽型母线与设备连接 与断路器、隔离开关连接 与隔离开关连接(3个头) 2(250×115×12.5),组,2076.34,1109.38,923.99,42.97,0
1659,2-198,共箱母线安装 6-10kv铜母线900×500/3×(100×8)箱体/导体 10m,组,3906.39,1414.8,809.8,1681.79,0
1660,2-199,共箱母线安装 6-10kv铜母线1000×550/3×(100×10)箱体/导体,组,4154.13,1470.96,839.8,1843.37,0
1661,2-200,共箱母线安装 6-10kv铜母线1100×600/3×2(100×10)箱体/导体,组,4407.19,1682.64,881.18,1843.37,0
1662,2-201,共箱母线安装 6-10kv铜母线1200×650/3×3(100×10)箱体/导体,组,4653.93,1879.2,931.36,1843.37,0
1663,2-202,共箱母线安装 6-10kv铝母线900×500/3×(120×10)箱体/导体,组,3742.66,1351.3,798.5,1592.86,0
1664,2-203,共箱母线安装 6-10kv铝母线1000×550/3×2(120×10)箱体/导体,组,3997.59,1440.72,838.2,1718.67,0
1665,2-204,共箱母线安装 6-10kv铝母线1100×600/3×3(120×10)箱体/导体,组,4239.27,1550.88,882.07,1806.32,0
1666,2-205,共箱母线安装 6-10kv铝母线1200×650/3×4(120×10)箱体/导体,组,4451.71,1680.48,927.86,1843.37,0
1667,2-206,低压封闭式插接母线槽安装 低压封闭式插接母线槽安装 每相电流400A以下,10m,308.74,129.6,130.08,49.06,0
1668,2-207,低压封闭式插接母线槽安装 低压封闭式插接母线槽安装 每相电流800A以下,10m,371.26,172.8,137.2,61.26,0
1669,2-208,低压封闭式插接母线槽安装 低压封闭式插接母线槽安装 每相电流1250A以下,10m,454.41,216.0,169.04,69.37,0
1670,2-209,低压封闭式插接母线槽安装 低压封闭式插接母线槽安装 每相电流2000A以下,10m,606.22,324.0,208.84,73.38,0
1671,2-210,低压封闭式插接母线槽安装 低压封闭式插接母线槽安装 每相电流4000A以下,10m,771.58,443.23,242.76,85.59,0
1672,2-211,低压封闭式插接母线槽安装 低压封闭式插接母线槽安装 分线箱 电流100A以下,台,61.67,36.29,25.38,0.0,0
1673,2-212,低压封闭式插接母线槽安装 低压封闭式插接母线槽安装 分线箱 电流300A以下,台,80.68,55.3,25.38,0.0,0
1674,2-213,低压封闭式插接母线槽安装 低压封闭式插接母线槽安装 分线箱 电流600A以下,台,88.35,62.21,26.14,0.0,0
1675,2-214,低压封闭式插接母线槽安装 低压封闭式插接母线槽安装 分线箱 电流1000A以下,台,104.08,77.76,26.32,0.0,0
1676,2-215,重型母线安装 铜母线2500mm2以内,t,3849.84,1987.2,1197.12,665.52,0
1677,2-216,重型母线安装 铜母线3500mm2以内,t,4233.39,1771.2,1298.51,1163.68,0
1678,2-217,重型母线安装 铜母线5000mm2以内,t,5012.09,1598.4,1217.93,2195.76,0
1679,2-218,重型母线安装 铜母线7500mm2以内,t,4921.19,1512.0,1211.49,2197.7,0
1680,2-219,重型母线安装 铝母线(不分规格) 铝电解,t,1824.0,1252.8,273.8,297.4,0
1681,2-220,重型母线安装 铝母线(不分规格) 镁电解,t,3434.47,1771.2,941.92,721.35,0
1682,2-221,重型母线安装 铝母线(不分规格) 石墨化电解,t,5489.94,2980.8,1339.44,1169.7,0
1683,2-222,重型母线伸缩器及导板制作安装 铜母线伸缩器3000mm2以内,个,267.03,114.91,82.43,69.69,0
1684,2-223,重型母线伸缩器及导板制作安装 铜母线伸缩器5000mm2以内,个,353.29,139.54,126.29,87.46,0
1685,2-224,重型母线伸缩器及导板制作安装 铜母线伸缩器7500mm2以内,个,421.31,158.98,153.89,108.44,0
1686,2-225,重型母线伸缩器及导板制作安装 铝伸缩器 10000mm2以下,个,324.88,104.54,166.53,53.81,0
1687,2-226,重型母线伸缩器及导板制作安装 铜导板(束) 阳极,束,274.28,44.5,193.4,36.38,0
1688,2-227,重型母线伸缩器及导板制作安装 铜导板(束) 阴极,束,260.1,54.0,162.67,43.43,0
1689,2-228,重型母线伸缩器及导板制作安装 铝导板(束) 阳极,束,281.33,73.01,158.28,50.04,0
1690,2-229,重型母线伸缩器及导板制作安装 铝导板(束) 阴极,束,251.89,80.35,123.43,48.11,0
1691,2-230,重型铝母线接触面加工 重型铝母线接触面加工170×160mm2以下,片/单相,90.95,53.57,2.51,34.87,0
1692,2-231,重型铝母线接触面加工 重型铝母线接触面加工350×35mm2以下,片/单相,56.27,31.1,4.86,20.31,0
1693,2-232,重型铝母线接触面加工 重型铝母线接触面加工350×40mm2以下,片/单相,70.96,45.79,4.86,20.31,0
1694,2-233,重型铝母线接触面加工 重型铝母线接触面加工400×40mm2以下,片/单相,73.99,48.82,4.86,20.31,0
1695,2-234,重型铝母线接触面加工 重型铝母线接触面加工350×140mm2以下,片/单相,128.64,65.66,4.86,58.12,0
1696,2-235,重型铝母线接触面加工 重型铝母线接触面加工550×180mm2以下,片/单相,208.69,118.8,6.2,83.69,0
1697,2-236,控制、继电、摸拟及配电屏安装 控制屏,台,311.62,204.77,49.7,57.15,0
1698,2-237,控制、继电、摸拟及配电屏安装 继电、信号屏,台,364.49,251.42,55.92,57.15,0
1699,2-238,控制、继电、摸拟及配电屏安装 摸拟屏(宽) 1m以内,台,689.67,496.8,60.83,132.04,0
1700,2-239,控制、继电、摸拟及配电屏安装 摸拟屏(宽) 2m以内,台,1085.94,794.88,95.04,196.02,0
1701,2-240,控制、继电、摸拟及配电屏安装 配电(电源)屏低压开关柜,台,304.53,204.34,43.04,57.15,0
1702,2-241,控制、继电、摸拟及配电屏安装 弱电控制返回屏,台,307.12,216.0,33.97,57.15,0
1703,2-242,控制、继电、摸拟及配电屏安装 集装箱式配电室,t,3999.53,2842.56,808.13,348.84,0
1704,2-243,硅整流柜安装 硅整流柜100A以内,台,200.7,123.55,26.67,50.48,0
1705,2-244,硅整流柜安装 硅整流柜500A以内,台,278.7,201.31,26.91,50.48,0
1706,2-245,硅整流柜安装 硅整流柜1000A以内,台,294.2,216.0,27.72,50.48,0
1707,2-246,硅整流柜安装 硅整流柜3000A以内,台,367.24,288.58,28.18,50.48,0
1708,2-247,硅整流柜安装 硅整流柜6000A以内,台,459.68,381.02,28.18,50.48,0
1709,2-248,可控硅柜安装 可控硅柜100KW以内,台,487.33,362.88,37.89,86.56,0
1710,2-249,可控硅柜安装 可控硅柜800KW以内,台,718.04,574.56,56.92,86.56,0
1711,2-250,可控硅柜安装 可控硅柜2000KW以内,台,922.39,756.0,75.97,90.42,0
1712,2-251,可控硅柜安装 低压电容器柜,台,241.1,136.51,37.18,67.41,0
1713,2-252,直流屏及其它电气屏(柜)安装 自动调节励磁屏,台,276.6,227.23,19.09,30.28,0
1714,2-253,直流屏及其它电气屏(柜)安装 励磁灭磁屏,台,354.48,282.96,36.2,35.32,0
1715,2-254,直流屏及其它电气屏(柜)安装 UPS电源柜安装,台,404.37,293.76,17.82,92.79,0
1716,2-255,直流屏及其它电气屏(柜)安装 蓄电池屏(柜),台,400.58,323.14,42.12,35.32,0
1717,2-256,直流屏及其它电气屏(柜)安装 直流馈电屏,台,227.34,174.96,22.1,30.28,0
1718,2-257,直流屏及其它电气屏(柜)安装 事故照明切换屏,台,226.66,155.52,24.29,46.85,0
1719,2-258,直流屏及其它电气屏(柜)安装 屏边,台,19.22,13.82,5.4,0.0,0
1720,2-259,控制台、控制箱安装 控制台 1m以内,台,334.23,247.54,39.84,46.85,0
1721,2-260,控制台、控制箱安装 控制台 2m以内,台,558.49,414.72,68.26,75.51,0
1722,2-261,控制台、控制箱安装 集中控制台 2～4m,台,1079.34,777.6,157.76,143.98,0
1723,2-262,控制台、控制箱安装 同期小屏控制箱,台,148.74,86.4,28.28,34.06,0
1724,2-263,成套配电箱安装 落地式,台,241.16,156.82,27.19,57.15,0
1725,2-264,成套配电箱安装 悬挂嵌入式半周长0.5m,台,91.33,64.8,26.53,0.0,0
1726,2-265,成套配电箱安装 悬挂嵌入式半周长1.0m,台,108.43,77.76,30.67,0.0,0
1727,2-266,成套配电箱安装 悬挂嵌入式半周长1.5m,台,132.93,99.36,33.57,0.0,0
1728,2-267,成套配电箱安装 悬挂嵌入式半周长2.5m,台,149.6,120.96,24.78,3.86,0
1729,2-268,成套配电箱安装 防爆配电箱,台,187.1,134.4,31.38,21.32,0
1730,2-269,成套配电箱安装 电表箱 12表以下,台,72.83,29.66,41.34,1.83,0
1731,2-270,成套配电箱安装 电表箱 12表以上,台,91.48,46.56,41.99,2.93,0
1732,2-271,控制开关安装 自动空气开关 DZ装置式,个,47.8,43.2,4.6,0.0,0
1733,2-272,控制开关安装 自动空气开关 DW万能式,个,149.83,127.44,18.53,3.86,0
1734,2-273,控制开关安装 刀型开关 手柄式,个,71.09,64.8,6.29,0.0,0
1735,2-274,控制开关安装 刀型开关 操作机构式,个,93.75,86.4,7.35,0.0,0
1736,2-275,控制开关安装 刀型开关 带熔断器式,个,69.19,61.78,7.41,0.0,0
1737,2-276,控制开关安装 铁壳开关,个,43.95,25.92,16.08,1.95,0
1738,2-277,控制开关安装 胶盖闸刀开关 单相,个,11.99,6.91,5.08,0.0,0
1739,2-278,控制开关安装 胶盖闸刀开关 三相,个,15.35,9.5,5.85,0.0,0
1740,2-279,控制开关安装 组合控制开关 普通型,个,15.19,12.96,2.23,0.0,0
1741,2-280,控制开关安装 组合控制开关 防爆型,个,31.1,19.44,10.89,0.77,0
1742,2-281,控制开关安装 万能转换开关安装,个,38.47,34.56,3.91,0.0,0
1743,2-282,控制开关安装 漏电保护开关 单式 单极,个,22.56,16.85,5.71,0.0,0
1744,2-283,控制开关安装 漏电保护开关 单式 三极,个,29.69,23.76,5.93,0.0,0
1745,2-284,控制开关安装 漏电保护开关 单式 四极,个,39.86,33.26,6.6,0.0,0
1746,2-285,控制开关安装 漏电保护开关 组合式(单相) 10A以下,个,79.24,71.28,7.96,0.0,0
1747,2-286,控制开关安装 漏电保护开关 组合式(单相) 20A以下,个,104.37,95.04,9.33,0.0,0
1748,2-287,熔断器、限位开关安装 熔断器 瓷插螺旋式,个,10.52,6.48,4.04,0.0,0
1749,2-288,熔断器、限位开关安装 熔断器 管式,个,34.42,30.24,4.18,0.0,0
1750,2-289,熔断器、限位开关安装 熔断器 防爆式,个,23.88,12.96,10.51,0.41,0
1751,2-290,熔断器、限位开关安装 限位开关 普通式,个,42.44,25.92,14.57,1.95,0
1752,2-291,熔断器、限位开关安装 限位开关 防爆式,个,56.58,34.56,20.07,1.95,0
1753,2-292,控制器、接触器、起动器、电磁铁、快速自动开关、接近开关、激光发射接收装置安装 控制器 主令,台,105.19,86.4,17.25,1.54,0
1754,2-293,控制器、接触器、起动器、电磁铁、快速自动开关、接近开关、激光发射接收装置安装 控制器 鼓型、凸轮,台,102.81,86.4,15.64,0.77,0
1755,2-294,控制器、接触器、起动器、电磁铁、快速自动开关、接近开关、激光发射接收装置安装 接触器、磁力起动器,台,104.54,86.4,18.14,0.0,0
1756,2-295,控制器、接触器、起动器、电磁铁、快速自动开关、接近开关、激光发射接收装置安装 Y-△自耦减压起动器,台,124.92,103.68,19.7,1.54,0
1757,2-296,控制器、接触器、起动器、电磁铁、快速自动开关、接近开关、激光发射接收装置安装 电磁铁(电磁制动器),台,38.19,25.92,10.32,1.95,0
1758,2-297,控制器、接触器、起动器、电磁铁、快速自动开关、接近开关、激光发射接收装置安装 快速自动开关1000A以内,台,239.01,216.0,21.06,1.95,0
1759,2-298,控制器、接触器、起动器、电磁铁、快速自动开关、接近开关、激光发射接收装置安装 快速自动开关2000A以内,台,333.27,305.42,25.9,1.95,0
1760,2-299,控制器、接触器、起动器、电磁铁、快速自动开关、接近开关、激光发射接收装置安装 快速自动开关4000A以内,台,430.88,397.44,31.49,1.95,0
1761,2-300,控制器、接触器、起动器、电磁铁、快速自动开关、接近开关、激光发射接收装置安装 光电式、感应式、电磁式接近开关,个,27.78,21.6,2.92,3.26,0
1762,2-301,控制器、接触器、起动器、电磁铁、快速自动开关、接近开关、激光发射接收装置安装 激光发射接收装置,套,68.02,21.6,29.32,17.1,0
1763,2-302,电阻器、变阻器安装 电阻器 一箱,箱,78.69,60.48,16.26,1.95,0
1764,2-303,电阻器、变阻器安装 电阻器 每加一箱,箱,45.5,32.4,13.1,0.0,0
1765,2-304,电阻器、变阻器安装 油浸频敏变阻器,台,141.33,120.96,18.83,1.54,0
1766,2-305,按钮、电笛、电铃安装 按钮 普通型,个,24.29,12.96,10.92,0.41,0
1767,2-306,按钮、电笛、电铃安装 按钮 防爆型,个,32.87,21.6,10.86,0.41,0
1768,2-307,按钮、电笛、电铃安装 电笛 普通型,个,13.83,10.8,3.03,0.0,0
1769,2-308,按钮、电笛、电铃安装 电笛 防爆型,个,27.28,17.28,9.23,0.77,0
1770,2-309,按钮、电笛、电铃安装 电铃,个,19.93,12.1,7.83,0.0,0
1771,2-310,水位电气信号装置 机械式,套,280.79,178.42,77.03,25.34,0
1772,2-311,水位电气信号装置 电子式,套,218.2,135.65,78.86,3.69,0
1773,2-312,水位电气信号装置 液位式,套,275.89,166.32,105.88,3.69,0
1774,2-313,仪表、电器、小母线安装 测量表计,个,72.25,19.87,52.38,0.0,0
1775,2-314,仪表、电器、小母线安装 继电器,个,100.0,26.35,73.65,0.0,0
1776,2-315,仪表、电器、小母线安装 电磁锁,个,36.36,27.22,9.14,0.0,0
1777,2-316,仪表、电器、小母线安装 屏上辅助设备,个,35.34,18.14,17.2,0.0,0
1778,2-317,仪表、电器、小母线安装 小母线(每10m),10m,25.49,10.37,15.12,0.0,0
1779,2-318,仪表、电器、小母线安装 辅助电压互感器,个,39.24,36.29,2.95,0.0,0
1780,2-319,分流器安装 分流器150A以内,个,41.5,38.45,3.05,0.0,0
